name;region;country;lat;lon;tz_id;localtime;last_updated;temp_c;temp_f;is_day;condition_text;condition_code;wind_mph;wind_kph;wind_degree;pressure_in;precip_in;humidity;cloud;feelslike_c;uv;gust_mph;gust_kph
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:06;21/05/2024 16:00;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:08;21/05/2024 16:00;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.9;9.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:10;21/05/2024 16:00;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:08;21/05/2024 16:00;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.9;9.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:10;21/05/2024 16:00;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:08;21/05/2024 16:00;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.9;9.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:10;21/05/2024 16:00;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:13;21/05/2024 16:00;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.9;9.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:13;21/05/2024 16:00;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:13;21/05/2024 16:00;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.9;9.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:13;21/05/2024 16:00;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:13;21/05/2024 16:00;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.9;9.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:13;21/05/2024 16:00;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:13;21/05/2024 16:00;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.9;9.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:13;21/05/2024 16:00;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:16;21/05/2024 16:00;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.9;9.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:17;21/05/2024 16:15;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:16;21/05/2024 16:00;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.9;9.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:17;21/05/2024 16:15;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:16;21/05/2024 16:00;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.9;9.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:17;21/05/2024 16:15;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:16;21/05/2024 16:00;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.9;9.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:17;21/05/2024 16:15;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:20;21/05/2024 16:15;32.0;89.6;1;Partly cloudy;1003;12.5;20.2;60;29.71;0.0;63;25;36.9;9.0;17.0;27.4
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:17;21/05/2024 16:15;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:20;21/05/2024 16:15;32.0;89.6;1;Partly cloudy;1003;12.5;20.2;60;29.71;0.0;63;25;36.9;9.0;17.0;27.4
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:17;21/05/2024 16:15;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:20;21/05/2024 16:15;32.0;89.6;1;Partly cloudy;1003;12.5;20.2;60;29.71;0.0;63;25;36.9;9.0;17.0;27.4
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:17;21/05/2024 16:15;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:20;21/05/2024 16:15;32.0;89.6;1;Partly cloudy;1003;12.5;20.2;60;29.71;0.0;63;25;36.9;9.0;17.0;27.4
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:17;21/05/2024 16:15;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:24;21/05/2024 16:15;32.0;89.6;1;Partly cloudy;1003;12.5;20.2;60;29.71;0.0;63;25;36.9;9.0;17.0;27.4
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:25;21/05/2024 16:15;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:24;21/05/2024 16:15;32.0;89.6;1;Partly cloudy;1003;12.5;20.2;60;29.71;0.0;63;25;36.9;9.0;17.0;27.4
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:25;21/05/2024 16:15;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:24;21/05/2024 16:15;32.0;89.6;1;Partly cloudy;1003;12.5;20.2;60;29.71;0.0;63;25;36.9;9.0;17.0;27.4
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:25;21/05/2024 16:15;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:24;21/05/2024 16:15;32.0;89.6;1;Partly cloudy;1003;12.5;20.2;60;29.71;0.0;63;25;36.9;9.0;17.0;27.4
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:25;21/05/2024 16:15;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:28;21/05/2024 16:15;32.0;89.6;1;Partly cloudy;1003;12.5;20.2;60;29.71;0.0;63;25;36.9;9.0;17.0;27.4
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:29;21/05/2024 16:15;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:28;21/05/2024 16:15;32.0;89.6;1;Partly cloudy;1003;12.5;20.2;60;29.71;0.0;63;25;36.9;9.0;17.0;27.4
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:29;21/05/2024 16:15;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:28;21/05/2024 16:15;32.0;89.6;1;Partly cloudy;1003;12.5;20.2;60;29.71;0.0;63;25;36.9;9.0;17.0;27.4
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:29;21/05/2024 16:15;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:28;21/05/2024 16:15;32.0;89.6;1;Partly cloudy;1003;12.5;20.2;60;29.71;0.0;63;25;36.9;9.0;17.0;27.4
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:29;21/05/2024 16:15;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:35;21/05/2024 16:30;32.0;89.6;1;Partly cloudy;1003;12.5;20.2;60;29.71;0.0;63;25;36.9;9.0;17.0;27.4
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:29;21/05/2024 16:15;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:35;21/05/2024 16:30;32.0;89.6;1;Partly cloudy;1003;12.5;20.2;60;29.71;0.0;63;25;36.9;9.0;17.0;27.4
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:29;21/05/2024 16:15;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:35;21/05/2024 16:30;32.0;89.6;1;Partly cloudy;1003;12.5;20.2;60;29.71;0.0;63;25;36.9;9.0;17.0;27.4
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:29;21/05/2024 16:15;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:35;21/05/2024 16:30;32.0;89.6;1;Partly cloudy;1003;12.5;20.2;60;29.71;0.0;63;25;36.9;9.0;17.0;27.4
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:29;21/05/2024 16:15;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:38;21/05/2024 16:30;32.0;89.6;1;Partly cloudy;1003;12.5;20.2;60;29.71;0.0;63;25;36.9;9.0;17.0;27.4
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:39;21/05/2024 16:30;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:38;21/05/2024 16:30;32.0;89.6;1;Partly cloudy;1003;12.5;20.2;60;29.71;0.0;63;25;36.9;9.0;17.0;27.4
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:39;21/05/2024 16:30;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:38;21/05/2024 16:30;32.0;89.6;1;Partly cloudy;1003;12.5;20.2;60;29.71;0.0;63;25;36.9;9.0;17.0;27.4
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:39;21/05/2024 16:30;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:42;21/05/2024 16:30;32.0;89.6;1;Partly cloudy;1003;12.5;20.2;60;29.71;0.0;63;25;36.9;9.0;17.0;27.4
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:42;21/05/2024 16:30;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:42;21/05/2024 16:30;32.0;89.6;1;Partly cloudy;1003;12.5;20.2;60;29.71;0.0;63;25;36.9;9.0;17.0;27.4
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:42;21/05/2024 16:30;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:42;21/05/2024 16:30;32.0;89.6;1;Partly cloudy;1003;12.5;20.2;60;29.71;0.0;63;25;36.9;9.0;17.0;27.4
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:42;21/05/2024 16:30;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:42;21/05/2024 16:30;32.0;89.6;1;Partly cloudy;1003;12.5;20.2;60;29.71;0.0;63;25;36.9;9.0;17.0;27.4
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:42;21/05/2024 16:30;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:46;21/05/2024 16:45;31.0;87.8;1;Partly cloudy;1003;11.9;19.1;80;29.71;0.0;66;25;34.8;9.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:46;21/05/2024 16:45;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:46;21/05/2024 16:45;31.0;87.8;1;Partly cloudy;1003;11.9;19.1;80;29.71;0.0;66;25;34.8;9.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:46;21/05/2024 16:45;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:46;21/05/2024 16:45;31.0;87.8;1;Partly cloudy;1003;11.9;19.1;80;29.71;0.0;66;25;34.8;9.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:46;21/05/2024 16:45;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:46;21/05/2024 16:45;31.0;87.8;1;Partly cloudy;1003;11.9;19.1;80;29.71;0.0;66;25;34.8;9.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:46;21/05/2024 16:45;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:49;21/05/2024 16:45;31.0;87.8;1;Partly cloudy;1003;11.9;19.1;80;29.71;0.0;66;25;34.8;9.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:50;21/05/2024 16:45;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:49;21/05/2024 16:45;31.0;87.8;1;Partly cloudy;1003;11.9;19.1;80;29.71;0.0;66;25;34.8;9.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:50;21/05/2024 16:45;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:49;21/05/2024 16:45;31.0;87.8;1;Partly cloudy;1003;11.9;19.1;80;29.71;0.0;66;25;34.8;9.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:50;21/05/2024 16:45;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:49;21/05/2024 16:45;31.0;87.8;1;Partly cloudy;1003;11.9;19.1;80;29.71;0.0;66;25;34.8;9.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:50;21/05/2024 16:45;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:53;21/05/2024 16:45;31.0;87.8;1;Partly cloudy;1003;11.9;19.1;80;29.71;0.0;66;25;34.8;9.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:50;21/05/2024 16:45;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:53;21/05/2024 16:45;31.0;87.8;1;Partly cloudy;1003;11.9;19.1;80;29.71;0.0;66;25;34.8;9.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:50;21/05/2024 16:45;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:53;21/05/2024 16:45;31.0;87.8;1;Partly cloudy;1003;11.9;19.1;80;29.71;0.0;66;25;34.8;9.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:50;21/05/2024 16:45;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:53;21/05/2024 16:45;31.0;87.8;1;Partly cloudy;1003;11.9;19.1;80;29.71;0.0;66;25;34.8;9.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:50;21/05/2024 16:45;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:58;21/05/2024 16:45;31.0;87.8;1;Partly cloudy;1003;11.9;19.1;80;29.71;0.0;66;25;34.8;9.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:57;21/05/2024 16:45;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:58;21/05/2024 16:45;31.0;87.8;1;Partly cloudy;1003;11.9;19.1;80;29.71;0.0;66;25;34.8;9.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:57;21/05/2024 16:45;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:58;21/05/2024 16:45;31.0;87.8;1;Partly cloudy;1003;11.9;19.1;80;29.71;0.0;66;25;34.8;9.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:57;21/05/2024 16:45;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:58;21/05/2024 16:45;31.0;87.8;1;Partly cloudy;1003;11.9;19.1;80;29.71;0.0;66;25;34.8;9.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:57;21/05/2024 16:45;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 17:02;21/05/2024 17:00;31.0;87.8;1;Partly cloudy;1003;11.9;19.1;80;29.71;0.0;66;25;35.3;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 17:02;21/05/2024 17:00;21.6;70.9;1;Patchy rain nearby;1063;2.2;3.6;147;29.81;0.0;85;68;21.6;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 17:02;21/05/2024 17:00;31.0;87.8;1;Partly cloudy;1003;11.9;19.1;80;29.71;0.0;66;25;35.3;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 17:02;21/05/2024 17:00;21.6;70.9;1;Patchy rain nearby;1063;2.2;3.6;147;29.81;0.0;85;68;21.6;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 17:02;21/05/2024 17:00;31.0;87.8;1;Partly cloudy;1003;11.9;19.1;80;29.71;0.0;66;25;35.3;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 17:02;21/05/2024 17:00;21.6;70.9;1;Patchy rain nearby;1063;2.2;3.6;147;29.81;0.0;85;68;21.6;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 17:02;21/05/2024 17:00;31.0;87.8;1;Partly cloudy;1003;11.9;19.1;80;29.71;0.0;66;25;35.3;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 17:05;21/05/2024 17:00;21.6;70.9;1;Patchy rain nearby;1063;2.2;3.6;147;29.81;0.0;85;68;21.6;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 17:06;21/05/2024 17:00;31.0;87.8;1;Partly cloudy;1003;11.9;19.1;80;29.71;0.0;66;25;35.3;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 17:05;21/05/2024 17:00;21.6;70.9;1;Patchy rain nearby;1063;2.2;3.6;147;29.81;0.0;85;68;21.6;6.0;6.7;10.8
